age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
32,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,62,United-States
21,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,32,United-States
17,Private,10th,6,Never-married,Sales,Other-relative,Black,Female,0,0,12,United-States
79,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States
42,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States
27,Local-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States
48,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
44,Private,Assoc-voc,11,Separated,Craft-repair,Other-relative,White,Male,0,0,48,United-States
39,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States
33,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,32,United-States
33,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
35,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
40,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States
66,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,2885,0,40,Laos
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,21,Trinadad&Tobago
33,Local-gov,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Male,0,0,40,United-States
52,Private,Assoc-voc,11,Separated,Sales,Unmarried,White,Female,0,0,40,United-States
54,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
56,Private,Some-college,10,Separated,Tech-support,Unmarried,Black,Female,0,0,38,United-States
34,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States
41,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States
34,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,2001,40,United-States
49,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States
31,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,England
50,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
27,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States
22,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
33,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
44,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,98,United-States
80,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,1816,60,United-States
46,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
40,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,1831,0,30,United-States
50,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,42,United-States
23,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,45,United-States
46,Federal-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,40,United-States
53,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Laos
43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,India
35,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
64,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
21,Private,10th,6,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
49,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
41,Self-emp-not-inc,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,35,United-States
40,State-gov,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
47,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
24,Private,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany
32,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,42,United-States
46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
38,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,2444,45,United-States
33,Private,9th,5,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States
51,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
62,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-States
51,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2002,45,United-States
18,Private,12th,8,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,30,United-States
80,Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,20,United-States
42,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States
74,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,0,0,20,United-States
32,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States
28,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
33,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,21,United-States
36,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
26,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States
36,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,10,United-States
60,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,38,United-States
18,Self-emp-inc,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,30,India
45,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
50,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,99999,0,35,United-States
31,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States
51,Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States
47,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
40,Private,10th,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States
19,Private,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,1602,32,United-States
44,Federal-gov,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States
45,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,5013,0,45,United-States
51,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1628,30,United-States
33,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Male,0,0,40,United-States
26,Federal-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States
42,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States
17,Local-gov,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States
33,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,65,Japan
39,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States
35,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States
40,Federal-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
53,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,Black,Female,2202,0,40,United-States
36,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,40,United-States
48,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
45,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States
49,Self-emp-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States
27,Private,10th,6,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,75,United-States
38,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
30,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
23,Private,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States
58,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
50,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
29,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,35,United-States
64,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
22,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,50,United-States
42,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
23,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
35,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,48,United-States
28,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
26,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States
26,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,15,United-States
20,Private,10th,6,Never-married,Other-service,Other-relative,White,Male,0,0,35,Mexico
55,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States
44,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States
18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,30,United-States
39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States
33,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,30,Japan
33,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines
46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
17,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,16,United-States
34,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,80,United-States
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
48,Private,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,3781,0,50,Mexico
35,Private,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
29,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States
40,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States
42,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United-States
45,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States
35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
56,Private,10th,6,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States
41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
34,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2179,40,United-States
17,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States
28,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States
35,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States
21,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States
69,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,1848,0,12,United-States
45,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,10520,0,40,United-States
25,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,43,United-States
35,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,40,United-States
68,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,24,United-States
52,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States
30,Private,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States
44,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,44,United-States
56,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States
50,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States
59,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
51,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
53,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States
38,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,33,United-States
32,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,Greece
54,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,2829,0,30,United-States
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,35,United-States
42,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
51,State-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States
44,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
50,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
40,Self-emp-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4386,0,40,United-States
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
44,Local-gov,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,1340,40,United-States
35,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Canada
33,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
43,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,9562,0,40,United-States
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States
32,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
27,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States
48,Private,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Male,0,0,44,United-States
25,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
39,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States
46,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States
56,Self-emp-inc,12th,8,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
49,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,35,United-States
46,State-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
22,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
30,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,27,United-States
70,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States
59,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,20,Puerto-Rico
31,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,8614,0,40,United-States
48,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Female,0,0,38,United-States
27,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
45,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,30,United-States
26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States
27,Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Hong
24,Federal-gov,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
23,Private,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Male,0,0,16,United-States
30,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States
36,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,40,Japan
30,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,40,United-States
55,State-gov,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States
46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4386,0,40,United-States
42,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
78,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States
35,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States
47,Self-emp-not-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
29,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
24,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States
40,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States
54,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
33,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
23,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,25,United-States
34,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,7298,0,45,United-States
57,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,40,United-States
35,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States
34,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States
51,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
32,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States
36,Private,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,30,United-States
30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
30,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
37,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States
54,Private,9th,5,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States
46,Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
61,Private,11th,7,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,30,United-States
24,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States
54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
46,Local-gov,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
35,Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States
53,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
47,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
53,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,40,United-States
50,Private,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Female,0,0,30,United-States
24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
36,State-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,37,Hong
40,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,44,United-States
51,Local-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
24,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States
53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador
43,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States
37,Private,1st-4th,2,Never-married,Other-service,Unmarried,White,Female,0,0,48,El-Salvador
40,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,Other,Male,4064,0,40,Mexico
22,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,35,Haiti
38,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,39,United-States
28,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,7,United-States
51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
40,Local-gov,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States
42,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
58,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,2174,0,40,United-States
25,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Mexico
28,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico
25,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,40,United-States
22,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States
25,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,40,United-States
35,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
25,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,40,United-States
58,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
20,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,15,United-States
53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States
18,Private,12th,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States
35,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
35,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,20,United-States
56,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2002,40,United-States
24,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
34,Private,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States
34,Self-emp-not-inc,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,10,United-States
